TMU ID, Legacy TMU ID, Site Name,,,,,,,,,
233C060F5CC92DDDE053802011AC0D83,30016383,TMU Site 9956/1 on link A1081 westbound between A505/B653 and M1 J10; GPS Ref: 509008;218723; Westbound,,,,,,,,,
,,,,,,,,,,,
Local Date, Local Time, Day Type ID, Total Carriageway Flow, Total Flow vehicles less than 5.2m, Total Flow vehicles 5.21m - 6.6m, Total Flow vehicles 6.61m - 11.6m, Total Flow vehicles above 11.6m, Speed Value, Quality Index, Network Link Id, NTIS Model Version
2016-06-05,20:59:00,6,336,318,14,1,3,80.31,15,200110536,4
2016-06-05,21:14:00,6,274,263,5,1,5,81.11,15,200110536,4
2016-06-05,21:29:00,6,289,266,14,8,1,78.19,15,200110536,4
2016-06-05,21:44:00,6,276,257,9,6,4,78.64,15,200110536,4
2016-06-05,21:59:00,6,288,279,5,2,2,79.28,15,200110536,4
2016-06-05,22:14:00,6,288,271,9,2,6,79.35,15,200110536,4
2016-06-05,22:29:00,6,262,250,10,1,1,80.46,15,200110536,4
2016-06-05,22:44:00,6,240,212,14,5,9,81.32,15,200110536,4
2016-06-05,22:59:00,6,262,243,11,3,5,78.76,15,200110536,4
2016-06-05,23:14:00,6,240,219,14,4,3,79.27,15,200110536,4
2016-06-05,23:29:00,6,217,202,10,4,1,80.7,15,200110536,4
2016-06-05,23:44:00,6,200,183,6,4,7,80.85,15,200110536,4
2016-06-05,23:59:00,6,258,248,7,2,1,79.11,15,200110536,4
2016-06-06,0:14:00,6,200,182,7,5,6,79.66,15,200110536,4
2016-06-06,0:29:00,6,205,192,6,4,3,80.3,15,200110536,4
2016-06-06,0:44:00,6,201,185,4,6,6,80.86,15,200110536,4
2016-06-06,0:59:00,6,146,135,2,2,7,83.51,15,200110536,4
2016-06-06,1:14:00,0,137,121,5,7,4,81.19,15,200110536,4
2016-06-06,1:29:00,0,160,143,7,7,3,79.76,15,200110536,4
2016-06-06,1:44:00,0,75,65,4,3,3,79.05,15,200110536,4
2016-06-06,1:59:00,0,76,67,2,5,2,79.5,15,200110536,4
2016-06-06,2:14:00,0,77,69,5,2,1,80.7,15,200110536,4
2016-06-06,2:29:00,0,67,63,3,0,1,81.6,15,200110536,4
2016-06-06,2:44:00,0,57,48,4,1,4,82.67,15,200110536,4
2016-06-06,2:59:00,0,69,63,2,4,0,82.83,15,200110536,4
2016-06-06,3:14:00,0,77,64,4,3,6,81.29,15,200110536,4
2016-06-06,3:29:00,0,59,48,2,4,5,82.37,15,200110536,4
2016-06-06,3:44:00,0,70,59,5,2,4,79.76,15,200110536,4
2016-06-06,3:59:00,0,39,34,1,2,2,81.6,15,200110536,4
2016-06-06,4:14:00,0,112,93,8,5,6,81.02,15,200110536,4
2016-06-06,4:29:00,0,100,92,6,1,1,79.05,15,200110536,4
2016-06-06,4:44:00,0,147,138,7,0,2,81.26,15,200110536,4
2016-06-06,4:59:00,0,173,151,11,7,4,80.63,15,200110536,4
2016-06-06,5:14:00,0,236,206,15,10,5,79.39,15,200110536,4
2016-06-06,5:29:00,0,299,268,19,10,2,79.24,15,200110536,4
2016-06-06,5:44:00,0,420,371,39,7,3,78.72,15,200110536,4
2016-06-06,5:59:00,0,515,448,47,13,7,77.82,15,200110536,4
2016-06-06,6:14:00,0,619,547,54,10,8,74.85,15,200110536,4
2016-06-06,6:29:00,0,563,497,46,15,5,77,15,200110536,4
2016-06-06,6:44:00,0,572,506,41,15,10,76.31,15,200110536,4
2016-06-06,6:59:00,0,545,483,36,16,10,76.52,15,200110536,4
2016-06-06,7:14:00,0,598,531,47,14,6,75.32,15,200110536,4
2016-06-06,7:29:00,0,533,477,28,15,13,75.13,15,200110536,4
2016-06-06,7:44:00,0,517,470,26,15,6,69.19,15,200110536,4
2016-06-06,7:59:00,0,519,465,30,15,9,76.25,15,200110536,4
2016-06-06,8:14:00,0,573,522,22,14,15,74.7,15,200110536,4
2016-06-06,8:29:00,0,588,540,28,8,12,77.4,15,200110536,4
2016-06-06,8:44:00,0,487,444,21,12,10,76.93,15,200110536,4
2016-06-06,8:59:00,0,457,406,21,19,11,79.12,15,200110536,4
2016-06-06,9:14:00,0,430,368,31,22,9,78.75,15,200110536,4
2016-06-06,9:29:00,0,496,417,35,24,20,77.37,15,200110536,4
2016-06-06,9:44:00,0,463,388,40,22,13,76.72,15,200110536,4
2016-06-06,9:59:00,0,383,342,11,18,12,79.39,15,200110536,4
2016-06-06,10:14:00,0,408,349,24,25,10,78.96,15,200110536,4
2016-06-06,10:29:00,0,345,281,28,22,14,78.21,15,200110536,4
2016-06-06,10:44:00,0,402,341,24,28,9,78.82,15,200110536,4
2016-06-06,10:59:00,0,392,334,30,12,16,79.8,15,200110536,4
2016-06-06,11:14:00,0,430,348,34,27,21,79.5,15,200110536,4
2016-06-06,11:29:00,0,351,300,23,20,8,79.55,15,200110536,4
2016-06-06,11:44:00,0,361,302,25,21,13,80.15,15,200110536,4
2016-06-06,11:59:00,0,349,284,26,26,13,80.18,15,200110536,4
2016-06-06,12:14:00,0,348,297,24,15,12,80.07,15,200110536,4
2016-06-06,12:29:00,0,410,341,34,18,17,81.14,15,200110536,4
2016-06-06,12:44:00,0,427,361,29,21,16,80.1,15,200110536,4
2016-06-06,12:59:00,0,385,333,20,25,7,80.4,15,200110536,4
2016-06-06,13:14:00,0,379,326,21,21,11,81.68,15,200110536,4
2016-06-06,13:29:00,0,438,389,24,11,14,79.71,15,200110536,4
2016-06-06,13:44:00,0,485,428,28,15,14,78.54,15,200110536,4
2016-06-06,13:59:00,0,467,411,28,21,7,81.66,15,200110536,4
2016-06-06,14:14:00,0,507,439,31,19,18,78.96,15,200110536,4
2016-06-06,14:29:00,0,442,388,24,21,9,79.82,15,200110536,4
2016-06-06,14:44:00,0,425,367,27,16,15,81,15,200110536,4
2016-06-06,14:59:00,0,410,357,27,20,6,80.98,15,200110536,4
2016-06-06,15:14:00,0,498,434,27,28,9,80.69,15,200110536,4
2016-06-06,15:29:00,0,537,487,23,20,7,79.84,15,200110536,4
2016-06-06,15:44:00,0,518,466,24,14,14,79.59,15,200110536,4
2016-06-06,15:59:00,0,513,459,24,19,11,80.58,15,200110536,4
2016-06-06,16:14:00,0,623,567,35,9,12,79.08,15,200110536,4
2016-06-06,16:29:00,0,610,569,17,16,8,78.87,15,200110536,4
2016-06-06,16:44:00,0,654,602,28,16,8,79.55,15,200110536,4
2016-06-06,16:59:00,0,624,582,28,9,5,78.95,15,200110536,4
2016-06-06,17:14:00,0,676,646,15,5,10,77.92,15,200110536,4
2016-06-06,17:29:00,0,783,747,20,8,8,76.85,15,200110536,4
2016-06-06,17:44:00,0,747,711,22,7,7,77.67,15,200110536,4
2016-06-06,17:59:00,0,799,767,16,11,5,76.47,15,200110536,4
2016-06-06,18:14:00,0,648,616,13,14,5,77.64,15,200110536,4
2016-06-06,18:29:00,0,600,578,9,3,10,79.68,15,200110536,4
2016-06-06,18:44:00,0,584,561,13,5,5,80.08,15,200110536,4
2016-06-06,18:59:00,0,505,468,28,6,3,80.68,15,200110536,4
2016-06-06,19:14:00,0,460,429,10,10,11,80.96,15,200110536,4
2016-06-06,19:29:00,0,428,404,16,7,1,80.42,15,200110536,4
2016-06-06,19:44:00,0,377,354,11,2,10,82.92,15,200110536,4
2016-06-06,19:59:00,0,357,332,13,6,6,81.45,15,200110536,4
2016-06-06,20:14:00,0,383,358,13,3,9,81.56,15,200110536,4
2016-06-06,20:29:00,0,317,290,15,2,10,82.19,15,200110536,4
2016-06-06,20:44:00,0,326,300,20,2,4,79.33,15,200110536,4
2016-06-06,20:59:00,0,272,262,5,2,3,81.78,15,200110536,4
2016-06-06,21:14:00,0,298,281,8,2,7,79.83,15,200110536,4
2016-06-06,21:29:00,0,269,245,13,5,6,79.68,15,200110536,4
2016-06-06,21:44:00,0,295,275,11,6,3,80.61,15,200110536,4
2016-06-06,21:59:00,0,232,219,7,2,4,80.8,15,200110536,4
2016-06-06,22:14:00,0,258,238,12,0,8,80.44,15,200110536,4
2016-06-06,22:29:00,0,196,180,11,3,2,81.63,15,200110536,4
2016-06-06,22:44:00,0,214,196,10,4,4,79.21,15,200110536,4
2016-06-06,22:59:00,0,204,193,8,1,2,78.99,15,200110536,4
2016-06-06,23:14:00,0,161,137,12,8,4,80.59,15,200110536,4
2016-06-06,23:29:00,0,167,150,12,1,4,80.8,15,200110536,4
2016-06-06,23:44:00,0,178,159,6,5,8,81.13,15,200110536,4
2016-06-06,23:59:00,0,150,130,9,4,7,83.12,15,200110536,4
2016-06-07,0:14:00,0,155,142,5,1,7,80.67,15,200110536,4
2016-06-07,0:29:00,0,157,136,8,5,8,80.06,15,200110536,4
2016-06-07,0:44:00,0,97,81,6,4,6,80.73,15,200110536,4
2016-06-07,0:59:00,0,93,83,4,2,4,80.8,15,200110536,4
2016-06-07,1:14:00,1,101,78,12,6,5,80.79,15,200110536,4
2016-06-07,1:29:00,1,72,63,2,5,2,80.01,15,200110536,4
2016-06-07,1:44:00,1,80,70,1,4,5,81.06,15,200110536,4
2016-06-07,1:59:00,1,78,70,1,1,6,81.17,15,200110536,4
2016-06-07,2:14:00,1,92,77,3,7,5,79.5,15,200110536,4
2016-06-07,2:29:00,1,97,87,3,3,4,82.95,15,200110536,4
2016-06-07,2:44:00,1,101,88,5,2,6,82.68,15,200110536,4
2016-06-07,2:59:00,1,69,63,4,0,2,81.61,15,200110536,4
2016-06-07,3:14:00,1,57,44,1,6,6,81.12,15,200110536,4
2016-06-07,3:29:00,1,46,39,2,4,1,79.25,15,200110536,4
2016-06-07,3:44:00,1,61,52,2,5,2,79.25,15,200110536,4
2016-06-07,3:59:00,1,53,44,6,1,2,80.51,15,200110536,4
2016-06-07,4:14:00,1,102,86,5,5,6,82.68,15,200110536,4
2016-06-07,4:29:00,1,79,72,3,1,3,80.12,15,200110536,4
2016-06-07,4:44:00,1,118,98,10,4,6,81.19,15,200110536,4
2016-06-07,4:59:00,1,197,172,8,10,7,80.26,15,200110536,4
2016-06-07,5:14:00,1,207,181,12,6,8,80.08,15,200110536,4
2016-06-07,5:29:00,1,312,282,19,7,4,79.82,15,200110536,4
2016-06-07,5:44:00,1,403,347,42,12,2,78.16,15,200110536,4
2016-06-07,5:59:00,1,527,453,50,19,5,77.81,15,200110536,4
2016-06-07,6:14:00,1,620,522,70,19,9,77.53,15,200110536,4
2016-06-07,6:29:00,1,592,527,46,14,5,75.12,15,200110536,4
2016-06-07,6:44:00,1,548,476,43,16,13,75.8,15,200110536,4
2016-06-07,6:59:00,1,518,458,42,11,7,72.41,15,200110536,4
2016-06-07,7:14:00,1,584,523,31,20,10,75.03,15,200110536,4
2016-06-07,7:29:00,1,591,540,30,15,6,73.03,15,200110536,4
2016-06-07,7:44:00,1,587,534,27,14,12,77.73,15,200110536,4
2016-06-07,7:59:00,1,559,511,25,14,9,78.31,15,200110536,4
2016-06-07,8:14:00,1,597,544,19,15,19,77.03,15,200110536,4
2016-06-07,8:29:00,1,517,459,25,19,14,79.08,15,200110536,4
2016-06-07,8:44:00,1,530,476,22,15,17,79.78,15,200110536,4
2016-06-07,8:59:00,1,470,412,30,17,11,78.68,15,200110536,4
2016-06-07,9:14:00,1,526,456,27,21,22,77.4,15,200110536,4
2016-06-07,9:29:00,1,521,461,24,23,13,76.96,15,200110536,4
2016-06-07,9:44:00,1,436,376,18,24,18,78.19,15,200110536,4
2016-06-07,9:59:00,1,399,339,27,24,9,78.21,15,200110536,4
2016-06-07,10:14:00,1,382,324,29,15,14,80.63,15,200110536,4
2016-06-07,10:29:00,1,378,305,28,29,16,79.35,15,200110536,4
2016-06-07,10:44:00,1,347,290,25,21,11,79.08,15,200110536,4
2016-06-07,10:59:00,1,352,302,21,15,14,79.69,15,200110536,4
2016-06-07,11:14:00,1,348,292,23,23,10,79.05,15,200110536,4
2016-06-07,11:29:00,1,362,304,29,17,12,79.92,15,200110536,4
2016-06-07,11:44:00,1,341,296,15,13,17,79.59,15,200110536,4
2016-06-07,11:59:00,1,359,298,28,19,14,80.85,15,200110536,4
2016-06-07,12:14:00,1,386,341,15,17,13,79.01,15,200110536,4
2016-06-07,12:29:00,1,405,337,28,28,12,79.17,15,200110536,4
2016-06-07,12:44:00,1,391,317,34,17,23,80.8,15,200110536,4
2016-06-07,12:59:00,1,384,332,19,23,10,80.62,15,200110536,4
2016-06-07,13:14:00,1,439,394,11,20,14,77.97,15,200110536,4
2016-06-07,13:29:00,1,440,371,36,18,15,78.7,15,200110536,4
2016-06-07,13:44:00,1,446,394,24,15,13,79.11,15,200110536,4
2016-06-07,13:59:00,1,430,380,22,18,10,79.29,15,200110536,4
2016-06-07,14:14:00,1,464,404,27,17,16,79.28,15,200110536,4
2016-06-07,14:29:00,1,483,421,31,17,14,78.81,15,200110536,4
2016-06-07,14:44:00,1,445,390,24,19,12,80.05,15,200110536,4
2016-06-07,14:59:00,1,461,411,23,15,12,79.7,15,200110536,4
2016-06-07,15:14:00,1,509,436,35,32,6,78.93,15,200110536,4
2016-06-07,15:29:00,1,525,461,31,15,18,78.75,15,200110536,4
2016-06-07,15:44:00,1,491,436,20,28,7,78.82,15,200110536,4
2016-06-07,15:59:00,1,498,452,25,12,9,78.19,15,200110536,4
2016-06-07,16:14:00,1,580,531,28,14,7,78.38,15,200110536,4
2016-06-07,16:29:00,1,437,394,29,7,7,78.21,15,200110536,4
2016-06-07,16:44:00,1,622,583,19,10,10,72.22,15,200110536,4
2016-06-07,16:59:00,1,574,540,21,3,10,73.18,15,200110536,4
2016-06-07,17:14:00,1,709,668,25,8,8,60.17,15,200110536,4
2016-06-07,17:29:00,1,708,662,30,12,4,69.3,15,200110536,4
2016-06-07,17:44:00,1,687,654,23,5,5,73.56,15,200110536,4
2016-06-07,17:59:00,1,712,680,16,12,4,74.48,15,200110536,4
2016-06-07,18:14:00,1,621,587,20,5,9,76.5,15,200110536,4
2016-06-07,18:29:00,1,610,584,18,4,4,77.36,15,200110536,4
2016-06-07,18:44:00,1,473,438,20,8,7,77.53,15,200110536,4
2016-06-07,18:59:00,1,427,403,18,3,3,78.97,15,200110536,4
2016-06-07,19:14:00,1,387,368,7,7,5,77.25,15,200110536,4
2016-06-07,19:29:00,1,352,322,11,8,11,77.83,15,200110536,4
2016-06-07,19:44:00,1,416,386,17,5,8,78.43,15,200110536,4
2016-06-07,19:59:00,1,376,354,14,5,3,78.64,15,200110536,4
2016-06-07,20:14:00,1,358,333,11,3,11,79.78,15,200110536,4
2016-06-07,20:29:00,1,359,340,11,2,6,80.05,15,200110536,4
2016-06-07,20:44:00,1,291,273,7,4,7,79.45,15,200110536,4
2016-06-07,20:59:00,1,265,239,14,3,9,80.38,15,200110536,4
2016-06-07,21:14:00,1,254,237,8,3,6,78.36,15,200110536,4
2016-06-07,21:29:00,1,238,219,8,2,9,72.46,15,200110536,4
2016-06-07,21:44:00,1,290,271,10,6,3,59.47,15,200110536,4
2016-06-07,21:59:00,1,276,266,3,5,2,66.43,15,200110536,4
2016-06-07,22:14:00,1,298,285,7,1,5,45.35,15,200110536,4
2016-06-07,22:29:00,1,214,199,8,2,5,64.8,15,200110536,4
2016-06-07,22:44:00,1,229,205,13,5,6,64.9,15,200110536,4
2016-06-07,22:59:00,1,140,130,5,4,1,70.57,15,200110536,4
2016-06-07,23:14:00,1,145,134,5,2,4,67.3,15,200110536,4
2016-06-07,23:29:00,1,165,149,4,5,7,68.87,15,200110536,4
2016-06-07,23:44:00,1,116,105,5,1,5,72.07,15,200110536,4
2016-06-07,23:59:00,1,112,103,1,4,4,72.04,15,200110536,4
2016-06-08,0:14:00,1,126,115,4,3,4,71.04,15,200110536,4
2016-06-08,0:29:00,1,163,143,6,6,8,73.53,15,200110536,4
2016-06-08,0:44:00,1,136,123,4,3,6,81.47,15,200110536,4
2016-06-08,0:59:00,1,122,111,5,2,4,82.31,15,200110536,4
2016-06-08,1:14:00,2,143,129,4,6,4,78.66,15,200110536,4
2016-06-08,1:29:00,2,114,104,6,2,2,80.26,15,200110536,4
2016-06-08,1:44:00,2,70,59,5,4,2,78.12,15,200110536,4
2016-06-08,1:59:00,2,55,48,1,3,3,81.09,15,200110536,4
2016-06-08,2:14:00,2,77,59,5,4,9,80.35,15,200110536,4
2016-06-08,2:29:00,2,71,62,2,4,3,78.22,15,200110536,4
2016-06-08,2:44:00,2,101,84,4,7,6,78.75,15,200110536,4
2016-06-08,2:59:00,2,66,53,4,4,5,78.66,15,200110536,4
2016-06-08,3:14:00,2,99,85,3,5,6,79.2,15,200110536,4
2016-06-08,3:29:00,2,55,47,2,1,5,78.41,15,200110536,4
2016-06-08,3:44:00,2,60,49,6,2,3,81.35,15,200110536,4
2016-06-08,3:59:00,2,71,55,6,4,6,78.92,15,200110536,4
2016-06-08,4:14:00,2,97,82,3,3,9,79.26,15,200110536,4
2016-06-08,4:29:00,2,102,91,6,3,2,78.98,15,200110536,4
2016-06-08,4:44:00,2,140,122,7,7,4,79.86,15,200110536,4
2016-06-08,4:59:00,2,158,137,8,6,7,78.54,15,200110536,4
2016-06-08,5:14:00,2,213,184,14,8,7,78.38,15,200110536,4
2016-06-08,5:29:00,2,306,279,12,11,4,77.6,15,200110536,4
2016-06-08,5:44:00,2,456,393,42,14,7,75.38,15,200110536,4
2016-06-08,5:59:00,2,495,414,60,15,6,77.73,15,200110536,4
2016-06-08,6:14:00,2,612,518,65,19,10,74.95,15,200110536,4
2016-06-08,6:29:00,2,590,516,44,21,9,66.98,15,200110536,4
2016-06-08,6:44:00,2,466,399,49,12,6,59.96,15,200110536,4
2016-06-08,6:59:00,2,493,442,32,13,6,70.35,15,200110536,4
2016-06-08,7:14:00,2,513,451,31,20,11,60.74,15,200110536,4
2016-06-08,7:29:00,2,513,465,21,15,12,64.2,15,200110536,4
2016-06-08,7:44:00,2,495,427,28,22,18,49.62,15,200110536,4
2016-06-08,7:59:00,2,527,476,26,15,10,76.46,15,200110536,4
2016-06-08,8:14:00,2,639,573,28,25,13,69.42,15,200110536,4
2016-06-08,8:29:00,2,565,505,25,21,14,65.71,15,200110536,4
2016-06-08,8:44:00,2,597,534,30,14,19,75.23,15,200110536,4
2016-06-08,8:59:00,2,463,404,26,20,13,77.3,15,200110536,4
2016-06-08,9:14:00,2,449,394,20,16,19,77.09,15,200110536,4
2016-06-08,9:29:00,2,439,378,27,24,10,76.22,15,200110536,4
2016-06-08,9:44:00,2,456,394,26,14,22,77.75,15,200110536,4
2016-06-08,9:59:00,2,395,334,26,20,15,78.02,15,200110536,4
2016-06-08,10:14:00,2,363,301,22,22,18,78.13,15,200110536,4
2016-06-08,10:29:00,2,365,291,27,28,19,78.11,15,200110536,4
2016-06-08,10:44:00,2,326,279,21,20,6,79.82,15,200110536,4
2016-06-08,10:59:00,2,334,280,20,21,13,79.96,15,200110536,4
2016-06-08,11:14:00,2,309,259,15,25,10,80.12,15,200110536,4
2016-06-08,11:29:00,2,350,281,39,22,8,79.16,15,200110536,4
2016-06-08,11:44:00,2,335,276,28,18,13,79.17,15,200110536,4
2016-06-08,11:59:00,2,321,267,23,15,16,79.1,15,200110536,4
2016-06-08,12:14:00,2,358,296,29,19,14,78.74,15,200110536,4
2016-06-08,12:29:00,2,395,334,22,20,19,79.05,15,200110536,4
2016-06-08,12:44:00,2,408,347,27,18,16,80.49,15,200110536,4
2016-06-08,12:59:00,2,393,350,21,14,8,80.11,15,200110536,4
2016-06-08,13:14:00,2,451,392,31,15,13,78.95,15,200110536,4
2016-06-08,13:29:00,2,447,390,22,23,12,78.81,15,200110536,4
2016-06-08,13:44:00,2,452,391,28,15,18,78.64,15,200110536,4
2016-06-08,13:59:00,2,442,393,26,11,12,79.18,15,200110536,4
2016-06-08,14:14:00,2,524,448,30,22,24,77.48,15,200110536,4
2016-06-08,14:29:00,2,440,389,21,16,14,80.11,15,200110536,4
2016-06-08,14:44:00,2,447,396,27,13,11,80.63,15,200110536,4
2016-06-08,14:59:00,2,482,431,20,20,11,80.91,15,200110536,4
2016-06-08,15:14:00,2,514,445,30,24,15,79.75,15,200110536,4
2016-06-08,15:29:00,2,470,418,26,16,10,79.48,15,200110536,4
2016-06-08,15:44:00,2,474,413,30,18,13,80.87,15,200110536,4
2016-06-08,15:59:00,2,497,439,29,18,11,80.46,15,200110536,4
2016-06-08,16:14:00,2,673,612,32,13,16,78.52,15,200110536,4
2016-06-08,16:29:00,2,620,567,31,15,7,79.91,15,200110536,4
2016-06-08,16:44:00,2,659,598,33,16,12,78.58,15,200110536,4
2016-06-08,16:59:00,2,673,615,38,13,7,78.1,15,200110536,4
2016-06-08,17:14:00,2,800,758,20,16,6,76.86,15,200110536,4
2016-06-08,17:29:00,2,754,715,28,8,3,77.63,15,200110536,4
2016-06-08,17:44:00,2,780,749,19,5,7,76.76,15,200110536,4
2016-06-08,17:59:00,2,697,675,9,5,8,79.78,15,200110536,4
2016-06-08,18:14:00,2,699,667,21,8,3,78.43,15,200110536,4
2016-06-08,18:29:00,2,592,562,12,14,4,78.96,15,200110536,4
2016-06-08,18:44:00,2,567,536,15,9,7,79.8,15,200110536,4
2016-06-08,18:59:00,2,491,460,18,6,7,80.47,15,200110536,4
2016-06-08,19:14:00,2,488,458,9,7,14,80.05,15,200110536,4
2016-06-08,19:29:00,2,385,368,8,4,5,81.12,15,200110536,4
2016-06-08,19:44:00,2,366,338,16,4,8,81.5,15,200110536,4
2016-06-08,19:59:00,2,344,324,9,3,8,83.09,15,200110536,4
2016-06-08,20:14:00,2,347,314,12,7,14,81.22,15,200110536,4
2016-06-08,20:29:00,2,343,326,9,3,5,80.59,15,200110536,4
2016-06-08,20:44:00,2,362,339,8,5,10,81.97,15,200110536,4
2016-06-08,20:59:00,2,306,285,12,3,6,80.71,15,200110536,4
2016-06-08,21:14:00,2,357,324,10,9,14,79.79,15,200110536,4
2016-06-08,21:29:00,2,284,269,9,4,2,80.22,15,200110536,4
2016-06-08,21:44:00,2,326,310,9,4,3,80.71,15,200110536,4
2016-06-08,21:59:00,2,301,277,13,3,8,78.74,15,200110536,4
2016-06-08,22:14:00,2,227,205,9,4,9,80.3,15,200110536,4
2016-06-08,22:29:00,2,193,184,4,3,2,79.34,15,200110536,4
2016-06-08,22:44:00,2,214,195,10,1,8,77.54,15,200110536,4
2016-06-08,22:59:00,2,208,196,6,4,2,79.89,15,200110536,4
2016-06-08,23:14:00,2,173,156,7,3,7,80.07,15,200110536,4
2016-06-08,23:29:00,2,167,155,8,3,1,80.61,15,200110536,4
2016-06-08,23:44:00,2,119,100,4,6,9,81.08,15,200110536,4
2016-06-08,23:59:00,2,128,119,1,6,2,82.33,15,200110536,4
2016-06-09,0:14:00,2,148,126,9,8,5,82.24,15,200110536,4
2016-06-09,0:29:00,2,177,165,5,2,5,80.93,15,200110536,4
2016-06-09,0:44:00,2,111,99,6,1,5,80.27,15,200110536,4
2016-06-09,0:59:00,2,106,92,4,3,7,78.51,15,200110536,4
2016-06-09,1:14:00,3,84,67,6,5,6,80.53,15,200110536,4
2016-06-09,1:29:00,3,102,89,6,4,3,82.41,15,200110536,4
2016-06-09,1:44:00,3,117,104,6,4,3,81.09,15,200110536,4
2016-06-09,1:59:00,3,111,103,3,3,2,80.95,15,200110536,4
2016-06-09,2:14:00,3,71,58,4,3,6,79.82,15,200110536,4
2016-06-09,2:29:00,3,62,51,4,4,3,81.96,15,200110536,4
2016-06-09,2:44:00,3,51,40,2,1,8,81.34,15,200110536,4
2016-06-09,2:59:00,3,50,38,10,1,1,81.58,15,200110536,4
2016-06-09,3:14:00,3,50,35,3,3,9,79.09,15,200110536,4
2016-06-09,3:29:00,3,43,30,5,5,3,81.55,15,200110536,4
2016-06-09,3:44:00,3,60,41,9,4,6,79.91,15,200110536,4
2016-06-09,3:59:00,3,68,51,10,5,2,78.5,15,200110536,4
2016-06-09,4:14:00,3,86,66,6,3,11,80.4,15,200110536,4
2016-06-09,4:29:00,3,70,60,5,3,2,79.05,15,200110536,4
2016-06-09,4:44:00,3,147,126,9,7,5,81.29,15,200110536,4
2016-06-09,4:59:00,3,175,149,19,4,3,80.73,15,200110536,4
2016-06-09,5:14:00,3,214,183,12,8,11,79.34,15,200110536,4
2016-06-09,5:29:00,3,295,257,25,6,7,78.83,15,200110536,4
2016-06-09,5:44:00,3,450,393,40,15,2,77.25,15,200110536,4
2016-06-09,5:59:00,3,515,426,65,16,8,76.7,15,200110536,4
2016-06-09,6:14:00,3,568,484,59,16,9,76.82,15,200110536,4
2016-06-09,6:29:00,3,612,537,48,17,10,75.43,15,200110536,4
2016-06-09,6:44:00,3,563,493,51,12,7,72.76,15,200110536,4
2016-06-09,6:59:00,3,513,452,40,11,10,66.97,15,200110536,4
2016-06-09,7:14:00,3,580,523,36,12,9,73.57,15,200110536,4
2016-06-09,7:29:00,3,577,519,35,15,8,70.51,15,200110536,4
2016-06-09,7:44:00,3,626,566,27,21,12,75.16,15,200110536,4
2016-06-09,7:59:00,3,570,509,30,19,12,77.77,15,200110536,4
2016-06-09,8:14:00,3,560,504,25,16,15,77.94,15,200110536,4
2016-06-09,8:29:00,3,570,502,34,20,14,78.29,15,200110536,4
2016-06-09,8:44:00,3,506,451,28,16,11,77.86,15,200110536,4
2016-06-09,8:59:00,3,500,445,17,24,14,77.78,15,200110536,4
2016-06-09,9:14:00,3,555,489,20,24,22,77.06,15,200110536,4
2016-06-09,9:29:00,3,594,513,26,32,23,75.57,15,200110536,4
2016-06-09,9:44:00,3,457,392,29,15,21,77.68,15,200110536,4
2016-06-09,9:59:00,3,364,296,26,27,15,76.96,15,200110536,4
2016-06-09,10:14:00,3,360,295,21,22,22,78.77,15,200110536,4
2016-06-09,10:29:00,3,344,288,26,23,7,79.67,15,200110536,4
2016-06-09,10:44:00,3,390,325,27,21,17,78.34,15,200110536,4
2016-06-09,10:59:00,3,334,294,14,16,10,79.45,15,200110536,4
2016-06-09,11:14:00,3,378,313,29,24,12,78.69,15,200110536,4
2016-06-09,11:29:00,3,386,321,25,25,15,78.64,15,200110536,4
2016-06-09,11:44:00,3,381,333,19,14,15,79.56,15,200110536,4
2016-06-09,11:59:00,3,371,314,27,15,15,78.86,15,200110536,4
2016-06-09,12:14:00,3,370,312,20,20,18,80.48,15,200110536,4
2016-06-09,12:29:00,3,392,331,22,26,13,78.83,15,200110536,4
2016-06-09,12:44:00,3,391,339,20,20,12,79.66,15,200110536,4
2016-06-09,12:59:00,3,386,327,25,19,15,81.33,15,200110536,4
2016-06-09,13:14:00,3,441,384,25,22,10,79.09,15,200110536,4
2016-06-09,13:29:00,3,498,433,31,28,6,80.85,15,200110536,4
2016-06-09,13:44:00,3,436,385,23,15,13,81.69,15,200110536,4
2016-06-09,13:59:00,3,418,360,23,23,12,81.89,15,200110536,4
2016-06-09,14:14:00,3,444,392,23,13,16,80.89,15,200110536,4
2016-06-09,14:29:00,3,471,400,28,28,15,80.08,15,200110536,4
2016-06-09,14:44:00,3,474,414,28,17,15,80.76,15,200110536,4
2016-06-09,14:59:00,3,472,412,29,15,16,81.82,15,200110536,4
2016-06-09,15:14:00,3,555,499,22,21,13,78.88,15,200110536,4
2016-06-09,15:29:00,3,547,486,30,19,12,79.6,15,200110536,4
2016-06-09,15:44:00,3,623,563,29,23,8,78.45,15,200110536,4
2016-06-09,15:59:00,3,560,504,37,8,11,80.17,15,200110536,4
2016-06-09,16:14:00,3,616,574,24,7,11,78.83,15,200110536,4
2016-06-09,16:29:00,3,654,605,20,22,7,78.11,15,200110536,4
2016-06-09,16:44:00,3,723,672,27,10,14,78.83,15,200110536,4
2016-06-09,16:59:00,3,641,586,34,13,8,78.2,15,200110536,4
2016-06-09,17:14:00,3,719,671,24,13,11,77.39,15,200110536,4
2016-06-09,17:29:00,3,703,655,29,12,7,78.76,15,200110536,4
